chrom	end	end_orig	end_prox	pos	start	start_orig	start_prox	bin
1	0	10506751	10503492	0.0	0	10500751	10503492	0.0
1	0	12464694	12463798	0.0	0	12460694	12463798	0.0
1	0	15179881	15175872	0.0	0	15173881	15175872	0.0
1	0	16725015	16724332	0.0	0	16721015	16724332	0.0
1	0	20699371	20694196	0.0	0	20691371	20694196	0.0
1	0	23171138	23168576	0.0	0	23167138	23168576	0.0
1	0	23171138	23168898	0.0	0	23167138	23168898	0.0
1	0	23355561	23354518	0.0	0	23349561	23354518	0.0
1	0	26003319	26000298	0.0	0	25999319	26000298	0.0
1	0	26699883	26693820	0.0	0	26689883	26693820	0.0
1	0	28094146	28089436	0.0	0	28086146	28089436	0.0
1	0	31239002	31236762	0.0	0	31235002	31236762	0.0
1	0	31454513	31451332	0.0	0	31448513	31451332	0.0
1	0	33586557	33582674	0.0	0	33580557	33582674	0.0
1	0	33683016	33680476	0.0	0	33679016	33680476	0.0
1	0	33732388	33730954	0.0	0	33724388	33730954	0.0
1	0	37965510	37961834	0.0	0	37959510	37961834	0.0
1	0	41126396	41121938	0.0	0	41118396	41121938	0.0
1	0	41240381	41239972	0.0	0	41236381	41239972	0.0
1	0	41373719	41370108	0.0	0	41367719	41370108	0.0
1	0	41713506	41711614	0.0	0	41707506	41711614	0.0
1	0	41742513	41739196	0.0	0	41736513	41739196	0.0
1	0	46321582	46319746	0.0	0	46315582	46319746	0.0
1	0	46620015	46619642	0.0	0	46616015	46619642	0.0
1	0	46866044	46862656	0.0	0	46862044	46862656	0.0
1	0	48081513	48079304	0.0	0	48071513	48079304	0.0
1	0	50627204	50625580	0.0	0	50623204	50625580	0.0
1	0	50807418	50804562	0.0	0	50795418	50804562	0.0
1	0	51120510	51117094	0.0	0	51114510	51117094	0.0
1	0	51510558	51506990	0.0	0	51504558	51506990	0.0
1	0	53032055	53031310	0.0	0	53028055	53031310	0.0
1	0	53695510	53692258	0.0	0	53689510	53692258	0.0
1	0	53822053	53819016	0.0	0	53818053	53819016	0.0
1	0	54964781	54961436	0.0	0	54954781	54961436	0.0
1	0	55216625	55213546	0.0	0	55210625	55213546	0.0
1	0	55951013	55948258	0.0	0	55947013	55948258	0.0
1	0	57009809	57004984	0.0	0	57003809	57004984	0.0
1	0	57047185	57045446	0.0	0	57043185	57045446	0.0
1	0	57937504	57934478	0.0	0	57931504	57934478	0.0
1	0	59728771	59728546	0.0	0	59722771	59728546	0.0
1	0	62977578	62973760	0.0	0	62971578	62973760	0.0
1	0	68394526	68392350	0.0	0	68388526	68392350	0.0
1	0	68433505	68431240	0.0	0	68427505	68431240	0.0
1	0	74690027	74686984	0.0	0	74686027	74686984	0.0
1	0	74740587	74739086	0.0	0	74732587	74739086	0.0
1	0	75506003	75502772	0.0	0	75494003	75502772	0.0
1	0	76202762	76199664	0.0	0	76198762	76199664	0.0
1	0	79157527	79153500	0.0	0	79147527	79153500	0.0
1	0	79491216	79490904	0.0	0	79487216	79490904	0.0
1	0	80055024	80054028	0.0	0	80051024	80054028	0.0
1	0	81887604	81885198	0.0	0	81881604	81885198	0.0
1	0	84428555	84426786	0.0	0	84422555	84426786	0.0
1	0	86976047	86972164	0.0	0	86968047	86972164	0.0
1	0	87096701	87091332	0.0	0	87082701	87091332	0.0
1	0	87920506	87918846	0.0	0	87914506	87918846	0.0
1	0	88431067	88426838	0.0	0	88423067	88426838	0.0
1	0	88468389	88464664	0.0	0	88462389	88464664	0.0
1	0	88519504	88517930	0.0	0	88513504	88517930	0.0
1	0	90416459	90415372	0.0	0	90404459	90415372	0.0
1	0	90603750	90600104	0.0	0	90597750	90600104	0.0
1	0	93006006	93005374	0.0	0	92998006	93005374	0.0
1	0	95528459	95527476	0.0	0	95524459	95527476	0.0
1	0	96798148	96793118	0.0	0	96790148	96793118	0.0
1	0	100005038	100002570	0.0	0	100001038	100002570	0.0
1	0	12666512	12660560	0.0	0	12656512	12660560	0.0
1	0	13829010	13822100	0.0	0	13817010	13822100	0.0
1	0	18541496	18537752	0.0	0	18537496	18537752	0.0
1	0	25616063	25614726	0.0	0	25612063	25614726	0.0
1	0	29844058	29837330	0.0	0	29836058	29837330	0.0
1	0	31239002	31236728	0.0	0	31235002	31236728	0.0
1	0	31454513	31451442	0.0	0	31448513	31451442	0.0
1	0	32104539	32101760	0.0	0	32098539	32101760	0.0
1	0	32427028	32426092	0.0	0	32423028	32426092	0.0
1	0	33439526	33437014	0.0	0	33433526	33437014	0.0
